,restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
508218,g186317-d1318250,The Madras Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""East Riding of Yorkshire"", ""Kingston-upon-Hull""]",England,Yorkshire,East Riding of Yorkshire,Kingston-upon-Hull,"249 Anlaby Road, Kingston-upon-Hull HU3 2SE England",53.74318,-0.360745,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#3 of 464 Restaurants in Kingston-upon-Hull,#5 of 651 places to eat in Kingston-upon-Hull,"Mid-range, Indian, Bangladeshi, Vegetarian Friendly",€€-€€€,€17-€57,"Dinner, After-hours","Bangladeshi, Indian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Reservations, Accepts Visa, Delivery, Takeout, Seating, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""17:00-22:00""], ""Tue"": [""17:00-22:00""], ""Wed"": [""17:00-22:00""], ""Thu"": [""17:00-22:00""], ""Fri"": [""17:00-22:00""], ""Sat"": [""17:00-22:00""], ""Sun"": [""17:00-22:00""]}",7.0,35.0,7.0,5.0,941.0,English,938.0,805.0,92.0,23.0,11.0,7.0,4.5,5.0,4.5,4.5,"curry, onion bhaji, poppadoms, pickle tray, mixed starter"
508474,g186317-d2400462,Lantern,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""East Riding of Yorkshire"", ""Kingston-upon-Hull""]",England,Yorkshire,East Riding of Yorkshire,Kingston-upon-Hull,"46-48 Whitefriargate 1st Floor, Kingston-upon-Hull HU1 2HP England",53.743183,-0.336445,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#31 of 464 Restaurants in Kingston-upon-Hull,#38 of 651 places to eat in Kingston-upon-Hull,"Mid-range, Steakhouse, Mediterranean, Greek",€€-€€€,€8-€51,"Lunch, Dinner","Steakhouse, Mediterranean, Greek","Vegetarian Friendly, Gluten Free Options","Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Seating, Accepts Credit Cards, Table Service",Y,N,Y,"{""Mon"": [], ""Tue"": [""12:00-13:00"", ""18:30-21:30""], ""Wed"": [""12:00-13:00"", ""18:30-21:30""], ""Thu"": [""12:00-13:00"", ""18:30-21:30""], ""Fri"": [""12:00-13:00"", ""18:30-21:30""], ""Sat"": [""18:30-21:30""], ""Sun"": [""18:30-21:30""]}",6.0,22.0,10.0,4.5,275.0,English,275.0,204.0,45.0,6.0,10.0,10.0,4.5,4.5,4.5,4.0,"porterhouse steak, greek salad, fries, prawn cocktail, potatoes"
508523,g186317-d4035996,The Camerton,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""East Riding of Yorkshire"", ""Kingston-upon-Hull""]",England,Yorkshire,East Riding of Yorkshire,Kingston-upon-Hull,"Main Street, Camerton, Thorngumbald, Kingston-upon-Hull HU12 9NG England",53.72001,-0.165136,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#13 of 464 Restaurants in Kingston-upon-Hull,#17 of 651 places to eat in Kingston-upon-Hull,"Mid-range, Bar, British, Grill",€€-€€€,€5-€29,"Drinks, Lunch, Dinner","Bar, British, Grill, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Television, Wheelchair Accessible, Serves Alcohol, Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Buffet, Live Music, Playgrounds",Y,Y,Y,"{""Mon"": [""12:00-22:30""], ""Tue"": [""12:00-22:30""], ""Wed"": [""12:00-22:30""], ""Thu"": [""12:00-22:30""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-21:30""]}",7.0,73.5,7.0,4.5,1192.0,English,1190.0,913.0,131.0,68.0,34.0,44.0,4.5,4.5,4.5,4.0,"steak pie, salad, mash, pork, pudding"
508628,g186317-d6584194,Gusto Da Gianni,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""East Riding of Yorkshire"", ""Kingston-upon-Hull""]",England,Yorkshire,East Riding of Yorkshire,Kingston-upon-Hull,"26 Newland Avenue, Kingston-upon-Hull HU5 3AF England",53.760857,-0.358906,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#8 of 464 Restaurants in Kingston-upon-Hull,#10 of 651 places to eat in Kingston-upon-Hull,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€16-€40,"Lunch, Dinner, After-hours","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""17:00-22:00""], ""Fri"": [""17:00-22:00""], ""Sat"": [""16:00-22:00""], ""Sun"": [""15:00-21:00""]}",4.0,22.0,4.0,4.5,335.0,English,331.0,261.0,47.0,15.0,3.0,5.0,4.5,5.0,4.5,4.5,"pasta, italian food, amazing food, lovely atmosphere, specials"
508646,g186317-d7090666,Level Cafe Bar & Grill,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""East Riding of Yorkshire"", ""Kingston-upon-Hull""]",England,Yorkshire,East Riding of Yorkshire,Kingston-upon-Hull,"160 Newland Avenue, Kingston-upon-Hull HU5 2NN England",53.764736,-0.358551,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",#36 of 464 Restaurants in Kingston-upon-Hull,#45 of 651 places to eat in Kingston-upon-Hull,"Mid-range, Italian, Bar, Pizza",€€-€€€,€3-€18,"Lunch, Dinner","Mediterranean, Italian, Bar, Pizza, European, British, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.5,549.0,English,548.0,331.0,132.0,41.0,27.0,17.0,4.5,4.5,4.5,4.0,"pasta, burger, ribs, bread, beef"
508656,g186317-d732025,Ask Italian - Hull,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""East Riding of Yorkshire"", ""Kingston-upon-Hull""]",England,Yorkshire,East Riding of Yorkshire,Kingston-upon-Hull,"Warehouse 6 Princes Dock Street, Kingston-upon-Hull HU1 2LP England",53.741055,-0.338262,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",#54 of 464 Restaurants in Kingston-upon-Hull,#64 of 651 places to eat in Kingston-upon-Hull,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,€8-€15,"Lunch, Dinner, Brunch, After-hours","Italian, Pizza","Gluten Free Options, Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Parking Available",Y,Y,Y,"{""Mon"": [""12:00-22:00""], ""Tue"": [""12:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,70.0,7.0,4.0,1033.0,English,1019.0,423.0,312.0,173.0,71.0,40.0,4.0,4.0,3.5,3.5,"pizza, risotto, garlic bread, pudding, ice cream"
508691,g186317-d810079,Sleepers Bar & Kitchen Hull,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""East Riding of Yorkshire"", ""Kingston-upon-Hull""]",England,Yorkshire,East Riding of Yorkshire,Kingston-upon-Hull,"49 Newland Avenue 47-49, Kingston-upon-Hull HU5 3BG England",53.761497,-0.359058,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#49 of 464 Restaurants in Kingston-upon-Hull,#59 of 651 places to eat in Kingston-upon-Hull,"Mid-range, Bar, European, British",€€-€€€,€7-€20,"Lunch, Dinner, Brunch, After-hours, Drinks","Bar, European, British, Healthy, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:00-15:00"", ""17:00-22:00""], ""Tue"": [""11:00-15:00"", ""17:00-22:00""], ""Wed"": [""11:00-15:00"", ""17:00-22:00""], ""Thu"": [""11:00-15:00"", ""17:00-22:00""], ""Fri"": [""09:00-15:00"", ""17:00-22:00""], ""Sat"": [""10:00-23:00""], ""Sun"": [""10:00-23:00""]}",7.0,73.0,12.0,4.0,751.0,English,750.0,361.0,254.0,68.0,38.0,29.0,4.5,4.0,4.0,4.0,"pepper chicken, burger, fish and chips, newland avenue, table service"
508730,g186319-d1198285,Doi Intanon Thai Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Ambleside""]",England,Cumbria,Lake District,Ambleside,"Market Place, Ambleside LA22 9BU England",54.431843,-2.961904,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#16 of 64 Restaurants in Ambleside,#21 of 104 places to eat in Ambleside,"Mid-range, Asian, Thai, Vegetarian Friendly",€€-€€€,€7-€20,"Dinner, After-hours","Asian, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""09:00-22:00""], ""Tue"": [""09:00-22:00""], ""Wed"": [""09:00-22:00""], ""Thu"": [""09:00-22:00""], ""Fri"": [""18:00-22:30""], ""Sat"": [""18:00-22:30""], ""Sun"": [""09:00-22:00""]}",7.0,74.0,7.0,4.5,1766.0,English,1753.0,1169.0,395.0,105.0,45.0,39.0,4.5,4.5,4.0,4.5,"thai food, weeping tiger, red curry, gaeng, mixed starter"
508789,g186319-d6759704,Lake Road Kitchen,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Ambleside""]",England,Cumbria,Lake District,Ambleside,"Lake Road Sussex House, Ambleside LA22 0AD England",54.430225,-2.96231,Claimed,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant",#14 of 64 Restaurants in Ambleside,#16 of 104 places to eat in Ambleside,"Fine Dining, European, Vegetarian Friendly, Vegan Options",€€€€,€75-€103,"Dinner, After-hours",European,"Vegetarian Friendly, Vegan Options","Seating, Serves Alcohol, Accepts Mastercard, Accepts Visa, Reservations, Accepts Credit Cards, Table Service",Y,Y,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""18:00-21:30""], ""Thu"": [""18:00-21:30""], ""Fri"": [""18:00-21:30""], ""Sat"": [""18:00-21:30""], ""Sun"": [""18:00-21:30""]}",5.0,17.5,5.0,4.5,554.0,English,551.0,413.0,68.0,31.0,25.0,14.0,4.5,4.5,4.0,4.5,"course tasting menu, snails, bread, buttermilk ice cream, halibut"
508792,g186319-d730698,The Bar & Grill at Waterhead,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Ambleside""]",England,Cumbria,Lake District,Ambleside,"Lake Road, Ambleside LA22 0ER England",54.420563,-2.961999,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#24 of 64 Restaurants in Ambleside,#33 of 104 places to eat in Ambleside,"Mid-range, Bar, European, British",€€-€€€,€24-€34,"Lunch, Dinner, Brunch","Bar, European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:30-21:30""], ""Tue"": [""11:30-21:30""], ""Wed"": [""11:30-21:30""], ""Thu"": [""11:30-21:30""], ""Fri"": [""11:30-21:30""], ""Sat"": [""11:30-21:30""], ""Sun"": [""11:30-21:30""]}",7.0,70.0,7.0,4.5,405.0,English,398.0,221.0,109.0,31.0,23.0,14.0,4.5,4.0,4.0,4.0,"pizza, steak, salmon, excellent food, lake windermere"
508794,g186319-d732140,Lucy's on a plate,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Ambleside""]",England,Cumbria,Lake District,Ambleside,"Church Street, Ambleside LA22 0BU England",54.430813,-2.962939,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#10 of 64 Restaurants in Ambleside,#12 of 104 places to eat in Ambleside,"Mid-range, Bar, European, British",€€-€€€,€11-€34,Drinks,"Bar, European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Gift Cards Available, Reservations, Street Parking, Wine and Beer, Accepts Credit Cards, Table Service, Dog Friendly",Y,Y,Y,"{""Mon"": [""17:00-21:30""], ""Tue"": [""17:00-21:30""], ""Wed"": [""17:00-21:30""], ""Thu"": [""17:00-21:30""], ""Fri"": [""17:00-21:30""], ""Sat"": [""17:00-21:30""], ""Sun"": [""17:00-21:30""]}",7.0,31.5,7.0,4.0,2883.0,English,2867.0,1658.0,543.0,265.0,210.0,191.0,4.0,4.0,3.5,4.0,"bobotie, lamb tagine, steak, pudding, ice cream"
508796,g186319-d732242,Sheila's Cottage Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Ambleside""]",England,Cumbria,Lake District,Ambleside,"The Slack, Ambleside LA22 9DQ England",54.43183,-2.962565,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#20 of 64 Restaurants in Ambleside,#27 of 104 places to eat in Ambleside,"Mid-range, European, British, Vegetarian Friendly",€€-€€€,€7-€38,"Lunch, Dinner, Brunch, After-hours","European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-21:00""], ""Tue"": [""12:00-21:00""], ""Wed"": [""12:00-21:00""], ""Thu"": [], ""Fri"": [""11:00-21:30""], ""Sat"": [""11:00-21:30""], ""Sun"": [""12:00-21:00""]}",6.0,57.0,6.0,4.5,1406.0,English,1392.0,746.0,423.0,126.0,59.0,38.0,4.5,4.0,4.0,4.0,"steak and kidney pudding, chicken kiev, liver, club sandwich, soup"
508912,g186324-d730726,The Jumble Room,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Grasmere""]",England,Cumbria,Lake District,Grasmere,"Langdale Road, Grasmere LA22 9SU England",54.45854,-3.025967,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#5 of 19 Restaurants in Grasmere,#8 of 31 places to eat in Grasmere,"Mid-range, International, Asian, Healthy",€€-€€€,€17-€69,Dinner,"Asian, Healthy, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards",Y,Y,Y,"{""Mon"": [""15:00-21:00""], ""Tue"": [""15:00-21:00""], ""Wed"": [""15:00-21:00""], ""Thu"": [], ""Fri"": [""15:00-21:00""], ""Sat"": [""15:00-21:00""], ""Sun"": []}",5.0,30.0,5.0,4.5,1509.0,English,1498.0,1123.0,223.0,87.0,50.0,15.0,4.5,4.5,4.0,4.5,"dim sum, pavlova, chicken, crab, noodles"
508931,g186326-d1005942,The Moon Highgate,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Kendal""]",England,Cumbria,Lake District,Kendal,"129 Highgate, Kendal LA9 4EN England",54.32446,-2.747331,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#9 of 96 Restaurants in Kendal,#9 of 136 places to eat in Kendal,"Mid-range, British, Contemporary, Vegetarian Friendly",€€-€€€,€7-€46,"Lunch, Dinner, After-hours","British, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""17:00-22:30""], ""Fri"": [""17:00-22:30""], ""Sat"": [""17:00-23:00""], ""Sun"": [""12:00-16:00""]}",4.0,21.0,4.0,4.5,796.0,English,794.0,582.0,154.0,39.0,11.0,8.0,4.5,4.5,4.5,4.5,"venison, sticky toffee pudding, meatballs, potatoes, soup"
509045,g186326-d805900,Corner 124,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Kendal""]",England,Cumbria,Lake District,Kendal,"124 Stricklandgate, Kendal LA9 4QG England",54.33044,-2.747428,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#6 of 96 Restaurants in Kendal,#6 of 136 places to eat in Kendal,"Mid-range, Mediterranean, European, British",€€-€€€,€5-€23,"Lunch, Dinner","Mediterranean, European, British, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Reservations, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""17:30-22:00""], ""Tue"": [""17:30-22:00""], ""Wed"": [""17:30-22:00""], ""Thu"": [""17:30-22:00""], ""Fri"": [""17:30-22:00""], ""Sat"": [""17:30-22:00""], ""Sun"": []}",6.0,27.0,6.0,4.5,873.0,English,867.0,627.0,182.0,34.0,10.0,14.0,4.5,4.5,4.5,4.5,"mini desserts, three course meal, meringue, sea bass, potato cakes"
509128,g186327-d4736540,Merienda,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Keswick""]",England,Cumbria,Lake District,Keswick,"10 Main Street, Keswick CA12 5JD England",54.60075,-3.137077,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#10 of 61 Restaurants in Keswick,#17 of 142 places to eat in Keswick,"Mid-range, Cafe, British, Contemporary",€€-€€€,€3-€23,"Breakfast, Lunch, Dinner, Brunch","Cafe, British, Contemporary, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Table Service, Dog Friendly",Y,Y,Y,"{""Mon"": [""08:00-21:00""], ""Tue"": [""08:00-21:00""], ""Wed"": [""08:00-21:00""], ""Thu"": [""08:00-21:00""], ""Fri"": [""08:00-22:00""], ""Sat"": [""08:00-22:00""], ""Sun"": [""09:00-21:00""]}",7.0,92.0,7.0,4.5,1223.0,English,1207.0,800.0,261.0,88.0,37.0,21.0,4.5,4.5,4.5,4.5,"brunch, cornbread, trout, poached eggs, chorizo"
509136,g186327-d6978673,eS Bar,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Keswick""]",England,Cumbria,Lake District,Keswick,"1 New Street, Keswick CA12 5BB England",54.600967,-3.135721,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#3 of 61 Restaurants in Keswick,#4 of 142 places to eat in Keswick,"Mid-range, Mexican, Bar, Vegetarian Friendly",€€-€€€,€7-€21,"Dinner, After-hours, Drinks","Bar, Mexican","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards",Y,Y,Y,"{""Mon"": [], ""Tue"": [""16:00-22:30""], ""Wed"": [""16:00-22:30""], ""Thu"": [""16:00-22:30""], ""Fri"": [""16:00-22:30""], ""Sat"": [""16:00-22:30""], ""Sun"": []}",5.0,32.5,5.0,4.5,754.0,English,751.0,569.0,128.0,39.0,7.0,8.0,4.5,4.5,4.5,4.5,"tapas, enchiladas, gambas pil pil, pulled beef, ribs"
509140,g186327-d732143,Borrowdale Gates Hotel Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Keswick""]",England,Cumbria,Lake District,Keswick,"Grange-in-Borrowdale, Keswick CA12 5UQ England",54.547997,-3.158394,Claimed,Certificate of Excellence 2018,#34 of 61 Restaurants in Keswick,#72 of 142 places to eat in Keswick,"Mid-range, French, British, Contemporary",€€-€€€,€17-€49,"Lunch, Dinner, Breakfast","French, British, Contemporary","Vegetarian Friendly, Gluten Free Options","Highchairs Available, Wheelchair Accessible, Reservations, Seating, Parking Available, Free off-street parking, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service",Y,N,Y,"{""Mon"": [""08:00-22:00""], ""Tue"": [""08:00-22:00""], ""Wed"": [""08:00-22:00""], ""Thu"": [""08:00-22:00""], ""Fri"": [""08:00-22:00""], ""Sat"": [""08:00-22:00""], ""Sun"": [""08:00-22:00""]}",7.0,98.0,7.0,4.5,92.0,English,92.0,74.0,11.0,3.0,0.0,4.0,4.5,4.5,4.5,4.5,"sunday lunch, open to non residents, relaxing and enjoyable experience, difficult decision, pre lunch drinks"
509150,g186327-d967206,The Pheasant Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Keswick""]",England,Cumbria,Lake District,Keswick,"Crosthwaite Road, Keswick CA12 5PP England",54.60773,-3.140687,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#13 of 61 Restaurants in Keswick,#21 of 142 places to eat in Keswick,"Mid-range, Bar, International, British",€€-€€€,€11-€17,"Lunch, Dinner, After-hours","Bar, British, Pub, International, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Serves Alcohol, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Wine and Beer, Dog Friendly",Y,Y,Y,"{""Mon"": [""12:00-22:00""], ""Tue"": [""12:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,70.0,7.0,4.5,1666.0,English,1658.0,1086.0,421.0,83.0,29.0,39.0,4.5,4.5,4.5,4.5,"beef pie, lamb henry, bourguignon, sunday roast, scampi"
509160,g186328-d1093858,Upfront Restaurant and Coffee Shop,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Eden District"", ""Penrith""]",England,Cumbria,Lake District,Penrith,"Unthank Nr Hutton in the Forest, Penrith CA11 9TG England",54.71711,-2.85025,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015",#3 of 3 Dessert Spots in Penrith,#54 of 164 places to eat in Penrith,"Mid-range, Dessert, Cafe, British",€€-€€€,€8-€10,"Lunch, Breakfast","Cafe, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [""10:00-16:30""], ""Wed"": [""10:00-16:30""], ""Thu"": [""10:00-16:30""], ""Fri"": [""10:00-16:30""], ""Sat"": [""10:00-16:30""], ""Sun"": [""10:00-16:30""]}",6.0,39.0,6.0,4.5,141.0,English,139.0,81.0,35.0,13.0,4.0,6.0,4.5,4.0,4.0,4.0,"homity pie, cakes, ice cream, pudding, lasagna"
