,restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
1011933,g189167-d2305506,The Grill at Istanbul,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua Imperatriz Dona Amelia, Funchal, Madeira 9000-018 Portugal",32.64304,-16.919422,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#102 of 644 Restaurants in Funchal,#110 of 771 places to eat in Funchal,"Mid-range, Mediterranean, Barbecue, European",€€-€€€,€10-€20,Dinner,"Barbecue, European, Turkish, Middle Eastern, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Seating, Street Parking, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""18:00-23:00""], ""Tue"": [""18:00-23:00""], ""Wed"": [""18:00-23:00""], ""Thu"": [""18:00-23:00""], ""Fri"": [""18:00-23:00""], ""Sat"": [""18:00-23:00""], ""Sun"": [""18:00-23:00""]}",7.0,35.0,7.0,4.5,606.0,English,515.0,313.0,147.0,26.0,16.0,13.0,4.5,4.5,4.5,4.5,"kebab, salad, rice, bread, swordfish"
1011952,g189167-d2407443,Marina Terrace Restaurant,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Avenida Mar e Comunidades Madeirenses Funchal Marina -  nº1, Funchal, Madeira 9000-054 Portugal",32.645794,-16.911308,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#152 of 644 Restaurants in Funchal,#168 of 771 places to eat in Funchal,"Mid-range, Seafood, Mediterranean, European",€€-€€€,€8-€20,"Lunch, Dinner, Brunch, After-hours, Drinks","Seafood, European, Portuguese, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options","Parking Available, Television, Wheelchair Accessible, Full Bar, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-16:00"", ""18:30-22:00""], ""Tue"": [""12:00-16:00"", ""18:30-22:00""], ""Wed"": [""12:00-16:00"", ""18:30-22:00""], ""Thu"": [""12:00-16:00"", ""18:30-22:00""], ""Fri"": [""12:00-16:00"", ""18:30-23:00""], ""Sat"": [""12:00-16:00"", ""18:30-23:00""], ""Sun"": []}",6.0,47.0,12.0,4.5,575.0,English,418.0,230.0,124.0,39.0,12.0,13.0,4.5,4.5,4.5,4.5,"seafood, salad, octopus, lovely meal, ate here"
1011957,g189167-d2479680,Med Restaurant,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua Simplicio Passos Gouveia, 21 Inside the Porto Mare Hotel, Funchal, Madeira 9004-565 Portugal",32.63727,-16.932695,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#53 of 644 Restaurants in Funchal,#58 of 771 places to eat in Funchal,"Fine Dining, Mediterranean, European, Portuguese",€€€€,€40-€45,"Dinner, After-hours","Mediterranean, European, Portuguese","Vegetarian Friendly, Gluten Free Options, Vegan Options","Seating, Parking Available, Street Parking, Validated Parking, Wheelchair Accessible, Serves Alcohol, Free Wifi, Reservations, Full Bar, Accepts Credit Cards, Table Service, Highchairs Available, Live Music",Y,Y,Y,"{""Mon"": [], ""Tue"": [""19:00-22:00""], ""Wed"": [""19:00-22:00""], ""Thu"": [""19:00-22:00""], ""Fri"": [""19:00-22:00""], ""Sat"": [""19:00-22:00""], ""Sun"": [""19:00-22:00""]}",6.0,18.0,6.0,4.5,891.0,English,676.0,537.0,91.0,40.0,7.0,1.0,4.5,5.0,4.5,4.5,"chateaubriand, steak, ravioli, cake, bread"
1011958,g189167-d2527550,Restaurante Cantinho dos Amigos,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua Murcas No. 84, Funchal, Madeira 9000-058 Portugal",32.6481,-16.907717,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#56 of 644 Restaurants in Funchal,#60 of 771 places to eat in Funchal,"Mid-range, Mediterranean, European, Portuguese",€€-€€€,€5-€12,"Lunch, Dinner, After-hours","Mediterranean, European, Portuguese","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""09:00-22:00""], ""Wed"": [""09:00-22:00""], ""Thu"": [""09:00-22:00""], ""Fri"": [""09:00-22:00""], ""Sat"": [], ""Sun"": [""09:00-22:00""]}",6.0,76.0,6.0,4.5,430.0,English,158.0,100.0,51.0,7.0,0.0,0.0,4.5,4.5,4.5,4.0,"scabbard fish, salad, steak, boiled potatoes, grilled octopus"
1011961,g189167-d2627066,Tasca Literária Dona Joana Rabo-de-Peixe,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua Santa Maria 77, Funchal, Madeira 9060-291 Portugal",32.648056,-16.902536,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#98 of 644 Restaurants in Funchal,#105 of 771 places to eat in Funchal,"Mid-range, Portuguese, Vegetarian Friendly, Vegan Options",€€-€€€,€15-€30,"Lunch, Dinner, After-hours, Drinks",Portuguese,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Street Parking, Highchairs Available, Accepts Mastercard, Accepts Visa, Digital Payments, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Live Music",Y,Y,Y,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.5,597.0,English,270.0,171.0,71.0,17.0,7.0,4.0,4.5,4.5,4.0,4.5,"octopus, potatoes, scabbard fish, crab, salad"
1012002,g189167-d3684906,Taberna Ruel,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua Santa Maria 119 corner Travessa João Caetano, Funchal, Madeira 9060-291 Portugal",32.64803,-16.901707,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#75 of 644 Restaurants in Funchal,#82 of 771 places to eat in Funchal,"Mid-range, Seafood, Mediterranean, Grill",€€-€€€,€12-€55,"Lunch, Dinner, Drinks","Seafood, Mediterranean, Healthy, Portuguese, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Reservations, Wheelchair Accessible, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.5,1931.0,English,980.0,637.0,235.0,58.0,30.0,20.0,4.5,4.5,4.0,4.5,"fresh fish, goat stew, seafood, clams, chateaubriand"
1012005,g189167-d3753218,The Ritz,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Avenida Arriaga 33, Funchal, Madeira 9000-060 Portugal",32.64743,-16.911057,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#150 of 644 Restaurants in Funchal,#166 of 771 places to eat in Funchal,"Mid-range, Bar, Cafe, European",€€-€€€,€5-€25,"Breakfast, Lunch, Dinner, Brunch, After-hours","Bar, Cafe, European, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Buffet, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, Live Music, Jazz Bar",Y,Y,Y,"{""Mon"": [""09:30-23:00""], ""Tue"": [""09:30-23:00""], ""Wed"": [""09:30-23:00""], ""Thu"": [""09:30-23:00""], ""Fri"": [""09:30-23:00""], ""Sat"": [""09:30-23:00""], ""Sun"": [""09:30-23:00""]}",7.0,94.5,7.0,4.0,3128.0,English,2117.0,1066.0,687.0,196.0,90.0,78.0,4.0,4.0,4.0,4.5,"ice cream, fish and chips, gelato, brownie, cakes"
1012023,g189167-d4136784,NoitEscura,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Travessa Pimenta 15-17, Funchal, Madeira 9060-235 Portugal",32.64825,-16.90143,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#43 of 644 Restaurants in Funchal,#47 of 771 places to eat in Funchal,"Mid-range, Mediterranean, European, Portuguese",€€-€€€,€10-€25,"Lunch, Dinner, Brunch, After-hours, Drinks","Mediterranean, European, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Serves Alcohol, Full Bar, Reservations, Outdoor Seating, Private Dining, Seating, Television, Highchairs Available, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",7.0,91.0,7.0,4.5,846.0,English,261.0,189.0,50.0,11.0,10.0,1.0,4.5,4.5,4.5,4.5,"garlic bread, passion fruit cheesecake, fries, salad, grilled sardines"
1012056,g189167-d5039186,Alfama Restaurant,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua Gorgulho 2, Funchal, Madeira 9004-537 Portugal",32.637436,-16.931704,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#121 of 644 Restaurants in Funchal,#131 of 771 places to eat in Funchal,"Mid-range, Mediterranean, European, Portuguese",€€-€€€,€13-€35,"Lunch, Dinner, Breakfast","Mediterranean, European, Portuguese",Vegetarian Friendly,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Full Bar, Table Service, Reservations, Parking Available",Y,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""18:30-21:30""], ""Fri"": [""18:30-21:30""], ""Sat"": [""18:30-21:30""], ""Sun"": []}",3.0,9.0,3.0,4.5,239.0,English,183.0,118.0,47.0,12.0,4.0,2.0,4.5,4.5,4.5,4.0,"lamb shank, sea bass, fried maize, chorizo, white fish"
1012103,g189167-d6280497,Taberna Madeira,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Travessa Joao Caetano 16, Funchal, Madeira 9060-137 Portugal",32.64843,-16.901644,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#24 of 644 Restaurants in Funchal,#26 of 771 places to eat in Funchal,"Mid-range, International, Mediterranean, European",€€-€€€,€12-€25,"Lunch, Dinner, Drinks, After-hours","European, Mediterranean, Healthy, Portuguese, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:00-15:00"", ""18:30-00:00""], ""Tue"": [""11:00-15:00"", ""18:30-00:00""], ""Wed"": [""11:00-15:00"", ""18:30-00:00""], ""Thu"": [""11:00-15:00"", ""18:30-00:00""], ""Fri"": [""11:00-15:00"", ""18:30-00:00""], ""Sat"": [""11:00-15:00"", ""18:30-00:30""], ""Sun"": [""09:00-23:00""]}",7.0,71.5,13.0,4.5,1493.0,English,622.0,511.0,81.0,24.0,1.0,5.0,4.5,5.0,4.5,5.0,"tuna belly, cod fish cakes, tapas, salad, liver"
1012114,g189167-d6753113,Leeno's Bar & Restaurant,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua Leichlingen 30, Funchal, Madeira 9000-003 Portugal",32.636845,-16.93422,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#29 of 644 Restaurants in Funchal,#31 of 771 places to eat in Funchal,"Mid-range, Mediterranean, European, Portuguese",€€-€€€,€5-€15,"Drinks, Lunch, Dinner, Brunch, After-hours","Mediterranean, European, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Street Parking, Serves Alcohol, Full Bar, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [""08:00-23:00""], ""Wed"": [""08:00-23:00""], ""Thu"": [""08:00-23:00""], ""Fri"": [""08:00-23:00""], ""Sat"": [""17:00-23:00""], ""Sun"": [""08:00-23:00""]}",6.0,81.0,6.0,4.5,3171.0,English,2250.0,1737.0,355.0,122.0,25.0,11.0,4.5,4.5,4.5,4.5,"steak, tuna, chicken kiev, jacket potato, salad"
1012141,g189167-d7368210,Indian Palace Restaurant,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Estrada Monumental 197, Funchal, Madeira 9000-100 Portugal",32.638508,-16.93412,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#3 of 644 Restaurants in Funchal,#3 of 771 places to eat in Funchal,"Mid-range, Indian, Vegetarian Friendly, Vegan Options",€€-€€€,€8-€25,"Lunch, Dinner",Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, Gift Cards Available",Y,Y,Y,"{""Mon"": [""12:00-14:30"", ""18:00-22:00""], ""Tue"": [""12:00-14:00"", ""18:00-22:00""], ""Wed"": [""12:00-14:15"", ""18:00-22:00""], ""Thu"": [""12:15-14:15"", ""18:00-22:00""], ""Fri"": [""12:15-14:15"", ""18:00-22:00""], ""Sat"": [""12:15-14:15"", ""18:00-22:00""], ""Sun"": [""12:15-14:15"", ""18:00-22:00""]}",7.0,42.75,14.0,5.0,1667.0,English,1185.0,975.0,173.0,26.0,7.0,4.0,5.0,5.0,4.5,4.5,"curry, onion bhaji, poppadoms, rice, lamb"
1012143,g189167-d7386790,Lá Ao Fundo,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua Portao de Sao Tiago 17, Funchal, Madeira 9060-250 Portugal",32.647263,-16.899319,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#57 of 644 Restaurants in Funchal,#62 of 771 places to eat in Funchal,"Mid-range, Mediterranean, European, Contemporary",€€-€€€,€25-€40,"Lunch, Dinner","Mediterranean, European, Portuguese, Contemporary, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-15:00"", ""18:00-23:00""], ""Tue"": [""12:00-15:00"", ""18:00-23:00""], ""Wed"": [""12:00-15:00"", ""18:00-23:00""], ""Thu"": [""12:00-15:00"", ""18:00-23:00""], ""Fri"": [""12:00-15:00"", ""18:00-23:00""], ""Sat"": [""12:00-15:00"", ""18:00-23:00""], ""Sun"": [""12:00-15:00"", ""18:00-23:00""]}",7.0,56.0,14.0,4.5,1055.0,English,480.0,334.0,84.0,38.0,14.0,10.0,4.5,4.5,4.5,4.5,"samosas, brie, saffron risotto, prawns, steak"
1012147,g189167-d7596857,Hamburgueria do Mercado,"[""Europe"", ""Portugal"", ""Madeira Islands"", ""Madeira"", ""Funchal""]",Portugal,Madeira Islands,Madeira,Funchal,"Rua da Carreira 75 A, Funchal, Madeira 9000-042 Portugal",32.648857,-16.91123,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#107 of 644 Restaurants in Funchal,#116 of 771 places to eat in Funchal,"Cheap Eats, American, Fast food, European",€,€5-€8,"Lunch, Dinner, Brunch","American, Fast food, European","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,N,"{""Mon"": [""12:00-22:00""], ""Tue"": [""12:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,70.0,7.0,4.5,597.0,English,245.0,142.0,72.0,21.0,8.0,2.0,4.0,4.0,4.0,4.0,"burger, salad, chicken, ice cream, pastry"
1013584,g189175-d7132760,Restaurante Quinta da Pacheca,"[""Europe"", ""Portugal"", ""Northern Portugal"", ""Viseu District"", ""Lamego""]",Portugal,Northern Portugal,Viseu District,Lamego,"Rua do Relogio do Sol, 261 Cambres, Lamego 5100-424 Portugal",41.155006,-7.796082,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#2 of 45 Restaurants in Lamego,#2 of 60 places to eat in Lamego,"Fine Dining, Mediterranean, European, Portuguese",€€€€,€35-€70,"Lunch, Dinner","Mediterranean, European, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Private Dining, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:30-15:00"", ""19:30-22:00""], ""Tue"": [""12:30-15:00"", ""19:30-22:00""], ""Wed"": [""12:30-15:00"", ""19:30-22:00""], ""Thu"": [""12:30-15:00"", ""19:30-22:00""], ""Fri"": [""12:30-15:00"", ""19:30-22:00""], ""Sat"": [""12:30-15:00"", ""19:30-22:00""], ""Sun"": [""12:30-15:00"", ""19:30-22:00""]}",7.0,35.0,14.0,4.5,578.0,English,127.0,87.0,24.0,12.0,3.0,1.0,4.5,4.5,4.0,4.5,"lunch, sardines, octopus, duck rice, gazpacho"
1014452,g189180-d1656594,Pedro Lemos Restaurante,"[""Europe"", ""Portugal"", ""Northern Portugal"", ""Porto District"", ""Porto""]",Portugal,Northern Portugal,Porto District,Porto,"Rua Padre Luis Cabral 974, Porto 4150-459 Portugal",41.150234,-8.672094,Claimed,"Travellers' Choice, Michelin 2021 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2021 for Comfortable restaurant",#83 of 1828 Restaurants in Porto,#89 of 2206 places to eat in Porto,"Fine Dining, Mediterranean, European, Contemporary",€€€€,€110-€110,"Lunch, Dinner, After-hours","Mediterranean, European, Portuguese, Contemporary",Gluten Free Options,"Reservations, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,Y,"{""Mon"": [], ""Tue"": [""12:30-15:00"", ""19:30-23:00""], ""Wed"": [""12:30-15:00"", ""19:30-23:00""], ""Thu"": [""12:30-15:00"", ""19:30-23:00""], ""Fri"": [""12:30-15:00"", ""19:30-23:00""], ""Sat"": [""12:30-15:00"", ""19:30-23:00""], ""Sun"": []}",5.0,30.0,10.0,4.5,701.0,English,308.0,249.0,33.0,15.0,7.0,4.0,4.5,4.5,4.0,4.5,"tasting menu, foie gras, amuse bouche, michelin star, lovely evening"
1015107,g189180-d4084868,Jimao Tapas e Vinhos,"[""Europe"", ""Portugal"", ""Northern Portugal"", ""Porto District"", ""Porto""]",Portugal,Northern Portugal,Porto District,Porto,"Praca Ribeira 11 S. Nicolau, Porto 4050-513 Portugal",41.140656,-8.613017,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#75 of 1828 Restaurants in Porto,#81 of 2206 places to eat in Porto,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€20-€30,"Lunch, Dinner, After-hours","Mediterranean, European, Spanish, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-22:15""], ""Tue"": [], ""Wed"": [""12:00-22:15""], ""Thu"": [""12:00-22:15""], ""Fri"": [""12:00-22:15""], ""Sat"": [""12:00-22:15""], ""Sun"": [""12:00-22:15""]}",6.0,61.5,6.0,4.5,2495.0,English,1073.0,811.0,190.0,48.0,9.0,15.0,4.5,4.5,4.5,4.5,"black pasta, tapas, octopus, bread, brie"
1015159,g189180-d4436594,Rua- Tapas & Music Bar,"[""Europe"", ""Portugal"", ""Northern Portugal"", ""Porto District"", ""Porto""]",Portugal,Northern Portugal,Porto District,Porto,"Travessa de Cedofeita 24 R/C Loja, Porto 4050-183 Portugal",41.14967,-8.615873,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#26 of 1828 Restaurants in Porto,#27 of 2206 places to eat in Porto,"Mid-range, Bar, Mediterranean, European",€€-€€€,€18-€25,"Dinner, After-hours, Drinks","Bar, Mediterranean, European, Spanish, Portuguese, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Full Bar, Accepts Credit Cards, Table Service, Live Music",Y,Y,Y,"{""Mon"": [], ""Tue"": [""19:30-23:30""], ""Wed"": [""19:30-23:30""], ""Thu"": [""19:30-04:00""], ""Fri"": [""19:30-04:00""], ""Sat"": [""19:30-04:00""], ""Sun"": [""19:30-02:00""]}",6.0,40.0,6.0,4.5,1302.0,English,425.0,345.0,50.0,18.0,4.0,8.0,4.5,4.5,4.5,4.5,"shrimp croquettes, tapas, batatas bravas, roast beef, caramelised apple"
